id,name,description,nutrition_benifits,dishtype_id,user_added_id,prep_time,cook_time,servings,meal_type,cuisine_id,category_id,ingredients,directions,total_nutrition_value,recipe_tags,benefits,is_recipe_ready,recipe_device,created_at,updated_at
165,Keto Avocado Smoked Salmon Salad,,,4,c950336e-c584-4145-b787-5965ea4e09cb,5,0,2,Lunch,692,1,"<ul>
	<li>1 large avocado (200 g), pit removed and flesh scooped out</li>
	<li>2 Tablespoons of olive oil (30 ml)</li>
	<li>1 Tablespoon of lemon juice (15 ml)</li>
	<li>4 oz of smoked salmon (112 g)</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Place each avocado half on a plate. Drizzle each half with equal amounts of olive oil and lemon juice.</li>
	<li>Top each avocado half with equal amounts of smoked salmon. Season with salt and pepper, to taste.</li>
</ol>",,,,yes,other,2022-06-28 13:22:03,2023-09-15 08:12:57
167,Keto Simple Steak Fajitas,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,15,2,Dinner,690,1,"<ul>
	<li>2 Tablespoons of ghee (30 ml), to cook with</li>
	<li>2 medium bell peppers (240 g), sliced</li>
	<li>0.5 medium onion (55 g), sliced</li>
	<li>2 beef steaks (400 g), cubed</li>
	<li>0.5 Tablespoon of garlic powder (5 g)</li>
	<li>0.5 Tablespoon of onion powder (4 g)</li>
	<li>2 teaspoons of cumin powder (4 g)</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>In a nonstick skillet, melt the ghee over medium-high heat. Add the bell peppers and onion to the skillet. Saute until the vegetables are browned, about 6 to 8 minutes.</li>
	<li>Add the beef to the skillet and saute until done to your liking, about 4 to 6 minutes for medium-rare.</li>
	<li>Add the garlic powder, onion powder and cumin powder to the skillet, stirring well to combine. Season with salt and pepper, to taste.</li>
</ol>",,,,yes,skillet,2022-06-28 13:22:06,2023-09-15 08:15:18
168,Keto Thai Noodle Soup,,,4,c950336e-c584-4145-b787-5965ea4e09cb,5,10,2,Lunch,694,1,"<ul>
	<li>2 Tablespoons of coconut oil (30 ml), to cook with</li>
	<li>2 green onions (10 g), diced</li>
	<li>4 cups of chicken broth (960 ml)</li>
	<li>2 Tablespoons of lime juice (30 ml)</li>
	<li>1 teaspoon of hot sauce (5 ml) (optional)</li>
	<li>4 medium eggs (196 g), whisked</li>
	<li>0.25 cup of fresh basil leaves (8 g), finely chopped</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>In a large saucepan, melt the coconut oil over medium-high heat. Add the green onions and saute until slightly browned, about 2 to 3 minutes.</li>
	<li>Add the chicken broth, lime juice, and optional hot sauce to the saucepan. Season with salt and pepper, to taste.</li>
	<li>Slowly whisk in the eggs and continue to cook for an additional 2 to 4 minutes.</li>
	<li>Add the fresh basil leaves and season with additional salt and pepper, if needed.</li>
</ol>",,,,yes,saucepan,2022-06-28 13:22:07,2023-09-15 08:48:32
169,Keto Salmon Fish Cakes with Creamy Dill Sauce,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,25,4,Lunch,691,1,"<p>For salmon fish cakes -</p>

<ul>
	<li>4 cans of salmon (680 g), drained and flaked</li>
	<li>2 Tablespoons of fresh dill (6 g), finely chopped</li>
	<li>4 medium eggs (196 g), whisked</li>
	<li>0.25 cup of coconut flour (28 g)</li>
	<li>0.25 cup of shredded coconut (20 g)</li>
	<li>0.25 cup of coconut oil (60 ml)</li>
	<li>Salt and pepper, to taste</li>
</ul>

<p>For cooking the fish cakes -</p>

<ul>
	<li>2 Tablespoons of coconut oil (30 ml)</li>
</ul>

<p>For creamy dill sauce -</p>

<ul>
	<li>0.25 cup of mayo (60 ml)</li>
	<li>0.25 cup of coconut milk (60 ml) (from a room temperature can)</li>
	<li>2 cloves of garlic (6 g), minced or finely diced</li>
	<li>2 teaspoons of fresh dill (2 g), chopped</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>For the salmon fish cakes, drain and flake the salmon, chop the fresh dill and whisk the eggs. For the creamy dill sauce, mince or finely dice the garlic and chop the fresh dill.</li>
	<li>In a small bowl, whisk to combine the dill sauce ingredients and set aside.</li>
	<li>In a large bowl, thoroughly combine the fish cake ingredients. Form the mixture into 8 patties.</li>
	<li>In a large skillet, melt 2 Tablespoons (30 ml) of coconut oil. In batches, carefully place patties in the oil. Cook until golden brown on one side and turn over and cook until golden brown, about 3 to 4 minutes per side.</li>
	<li>Serve the salmon patties with the dill sauce.</li>
</ol>",,,,yes,skillet,2022-06-28 13:22:09,2023-09-15 07:23:39
170,Keto Spicy Basil Stir-Fry,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,20,2,Dinner,691,1,"<p>For the stir-fry -</p>

<ul>
	<li>1 Tablespoon of avocado oil (15 ml), to cook with</li>
	<li>1 medium bell pepper (120 g), diced</li>
	<li>0.5 medium onion (55 g), diced</li>
	<li>1 chili pepper (14 g), seeds removed and finely diced (optional)</li>
	<li>2 cloves of garlic (6 g), minced or finely diced</li>
	<li>0.75 lb of ground beef (338 g)</li>
	<li>2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml)</li>
	<li>0.25 cup of fresh basil leaves (8 g), chopped</li>
	<li>Salt and pepper, to taste</li>
</ul>

<p>For the cauliflower &ldquo;rice&rdquo; -</p>

<ul>
	<li>0.5 head of cauliflower (300 g), processed into rice-like pieces</li>
	<li>1 Tablespoon of coconut oil (15 ml), to cook with</li>
	<li>Salt, to taste</li>
</ul>","<ol>
	<li>Add the avocado oil to a large skillet over medium-high heat. Add the bell pepper, onion, optional chili pepper, and garlic to the skillet. Saute until the vegetables are soft, about 5 minutes.</li>
	<li>Add the ground beef to the skillet and saute to desired doneness, about 3 to 5 minutes.</li>
	<li>Add the tamari sauce or coconut aminos to the skillet. Season with salt and pepper, to taste, and garnish with fresh basil leaves.</li>
	<li>Meanwhile, to make the cauliflower rice, saute the cauliflower pieces in the coconut oil on high heat for 5 minutes until softened. Season with salt, to taste.</li>
	<li>Divide the cauliflower &ldquo;rice&rdquo; between 2 plates and top with the basil stir-fry.</li>
</ol>",,,,yes,skillet,2022-06-28 13:22:10,2023-09-15 08:51:11
171,Keto Beef Zucchini Boats,,,4,c950336e-c584-4145-b787-5965ea4e09cb,5,20,2,Dinner,688,1,"<ul>
	<li>2 zucchinis (240 g), cut in half lengthwise and seeds removed</li>
	<li>2 Tablespoons of olive oil (30 ml), divided</li>
	<li>2 cloves of garlic (6 g), minced or finely diced</li>
	<li>0.25 medium onion (28 g), diced</li>
	<li>0.5 lb of ground beef (225 g)</li>
	<li>2 small tomatoes (180 g), diced</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Cut the zucchinis in half lengthwise and remove the seeds. Mince or finely dice the garlic. Dice the onions and tomatoes.</li>
	<li>Preheat the oven to 400 F (200 C).</li>
	<li>Place the zucchini halves, cut side up, on a rimmed baking tray, and drizzle 1 Tablespoon (15 ml) of olive oil. Place in the oven and bake for 20 minutes.</li>
	<li>Meanwhile, add the remaining 1 Tablespoon (15 ml) of olive oil to a large nonstick skillet over medium-high heat. Add the garlic and onion to the skillet and saute until the onion is translucent about 2 to 3 minutes.</li>
	<li>Add the ground beef and tomatoes to the skillet. Saute until the ground beef is cooked to your liking and the tomatoes are soft, about 3 to 5 minutes. Season with salt and pepper, to taste.</li>
	<li>To serve, top each zucchini half with equal amounts of the ground beef mixture.</li>
</ol>",,,,yes,skillet,2022-06-28 13:22:12,2023-09-15 08:53:42
172,Keto Fattoush Salad,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,10,2,Lunch,692,1,"<ul>
	<li>2 Tablespoons of coconut oil (30 ml), to cook with</li>
	<li>1 chicken breast (200 g), diced</li>
	<li>1 cucumber (220 g), diced</li>
	<li>6 cherry tomatoes (102 g), halved</li>
	<li>0.5 medium onion (55 g), diced</li>
	<li>0.25 cup of fresh parsley (4 g), chopped</li>
	<li>2 Tablespoons of fresh mint (2 g), chopped</li>
	<li>1 clove of garlic (3 g), minced or finely diced</li>
	<li>2 Tablespoons of olive oil (30 ml)</li>
	<li>1 Tablespoon of lemon juice (15 ml)</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>Dice the chicken breasts, cucumber and onion. Slice the tomatoes in half. Chop the fresh parsley and mint. Mince and finely dice the garlic.</li>
	<li>In a nonstick skillet, melt the coconut oil over medium-high heat. Add the chicken and saute until fully cooked, about 5 to 7 minutes. Check with a meat thermometer that the internal temperature reaches 165 F (75 C).</li>
	<li>In a large bowl, combine the chicken with the remaining ingredients.&nbsp;</li>
	<li>Divide the salad between 2 plates and serve.</li>
</ol>",,,,yes,skillet,2022-06-28 13:22:13,2023-09-15 08:55:36
173,Keto Carrot Bacon Egg Muffins,<p>This &quot;Honey&quot; Mustard Dressing is a Keto version of your favorite sugar-filled dressing.</p>,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,30,8,Dinner,692,1,"<ul>
	<li>15 slices of bacon (420 g), diced</li>
	<li>14 medium eggs (686 g), whisked</li>
	<li>2 cups of coconut cream (480 ml) (from the top of 4 cans of refrigerated coconut milk)</li>
	<li>6 carrots (300 g), peeled and shredded</li>
</ul>

<p>&nbsp;</p>","<ol>
	<li>Dice the bacon. Whisk the eggs. Peel and shred the carrots.</li>
	<li>Preheat the oven to 375 F (175 C).</li>
	<li>In a large nonstick skillet, add the bacon and cook until crispy, about 6 to 8 minutes. Remove from the skillet and set aside to cool slightly.</li>
	<li>In a large bowl, combine the cooled bacon, eggs, coconut cream, and carrots. Pour the mixture into 2 greased (12-cup) muffin pans. You should have 24 muffins in total.</li>
	<li>Place the muffin trays in the oven and bake for 30 minutes until the muffins are firm to the touch and the eggs are cooked through.&nbsp;</li>
	<li>Serve immediately. Freeze leftover muffins in a sealed container.</li>
</ol>",,,,yes,oven,2022-06-28 13:22:15,2023-09-15 08:57:14
174,Keto Portuguese Cod with Spinach Almond Migas,,,4,c950336e-c584-4145-b787-5965ea4e09cb,10,15,2,Lunch,692,1,"<p>For the cod -</p>

<ul>
	<li>2 filets of cod (340 g), defrosted if frozen</li>
	<li>1 Tablespoon of salt (15 g)</li>
	<li>0.25 cup of olive oil (60 ml), to cook with</li>
	<li>0.25 cup of fresh parsley (4 g), chopped</li>
	<li>6 cloves of garlic (18 g), minced or finely diced</li>
</ul>

<p>For the migas -</p>

<ul>
	<li>2 Tablespoons of olive oil (30 ml), to cook with</li>
	<li>4 cups of spinach (120 g), roughly chopped</li>
	<li>0.25 cup of almond flour (30 g)</li>
	<li>2 cloves of garlic (6 g), minced or finely diced</li>
	<li>Salt and pepper, to taste</li>
</ul>","<ol>
	<li>For the cod, defrost if frozen. Chop the fresh parsley. Mince or finely dice the garlic. For the migas, roughly chop the spinach and mince or finely dice the garlic.</li>
	<li>Generously season both sides of the cod filets with salt.&nbsp;</li>
	<li>Add 0.25 cup (60 ml) of olive oil to a large nonstick skillet over medium-high heat. Gently place the filets in the hot olive oil and cook for 5 minutes. Carefully turn over the filets and add the fresh parsley and garlic to the skillet. Cook for an additional 1 minute. Remove from heat and set aside to rest.</li>
	<li>In a different skillet, add 2 Tablespoons (30 ml) of olive oil over medium-high heat. Add the spinach to the skillet and saute until completely wilted, about 2 to 3 minutes.</li>
	<li>Add the almond flour and garlic to the skillet. Continue to saute for an additional 1 to 2 minutes until the garlic is slightly browned. Season with salt and pepper, to taste.</li>
	<li>Serve the migas with the cod and drizzled with the parsley sauce.</li>
</ol>",,,,yes,skillet,2022-06-28 13:22:16,2023-09-15 08:58:10
175,Keto Chicken Tenders with Fried Pickles and Ranch Dipping Sauce,,,4,c950336e-c584-4145-b787-5965ea4e09cb,15,20,4,Dinner,690,1,"<p>For the chicken tenders and fried pickles -</p>

<ul>
	<li>2 medium eggs, whisked</li>
	<li>0.5 cup of coconut flour (56 g)</li>
	<li>0.5 cup of almond flour (60 g)</li>
	<li>2 Tablespoons of garlic powder (20 g)</li>
	<li>1 Tablespoon of salt (15 g)</li>
	<li>2 teaspoons of paprika (4 g)</li>
	<li>4 small pickles (148 g), sliced</li>
	<li>4 chicken breasts (800 g), cut into long strips (or equivalent amount of pre-sliced chicken tenders)</li>
</ul>

<p>For the ranch dipping sauce -</p>

<ul>
	<li>0.5 cup of mayo (120 ml)</li>
	<li>0.5 Tablespoon of garlic powder (5 g)</li>
	<li>1 Tablespoon of fresh parsley (1 g), finely chopped</li>
	<li>2 teaspoons of fresh dill (2 g), finely chopped</li>
	<li>Salt, to taste</li>
</ul>","<ol>
	<li>For the chicken tenders and fried pickles, whisk the eggs, slice the small pickles and cut the chicken breasts into long strips (or equivalent amount of pre-sliced chicken tenders). For the ranch dipping sauce, finely chop the fresh parsley and fresh dill.</li>
	<li>Preheat the oven to 425 F (220 C).</li>
	<li>Place the whisked eggs in a medium bowl.</li>
	<li>In a separate medium bowl, combine the coconut flour, almond flour, garlic powder, salt, and paprika.</li>
	<li>With a paper towel, pat dry each pickle slice. Dip each pickle slice into the whisked egg and then dip into the flour mixture. Place each pickle slice in a single layer on a greased rimmed baking tray.</li>
	<li>Dip each chicken tender into the whisked egg and then dip into the flour mixture. Place each chicken tender in a single layer on the baking tray with the pickles.</li>
	<li>Place the baking tray in the oven and bake for 10 minutes. Turn over the chicken tenders and pickle slices and continue to bake for an additional 10 minutes. Set aside the chicken tenders.</li>
	<li>In a small bowl, combine the mayo, garlic powder, fresh parsley, and fresh dill. Season with salt, to taste.&nbsp;</li>
	<li>Serve the chicken tenders and the fried pickles with the dipping sauce.</li>
</ol>",,,,yes,oven,2022-06-28 13:22:18,2023-09-15 08:59:32
